Convoluting,Convoluted
Mistranslating,Mistranslated
Travestying,Travestied
Plumping,Plumped
Programtrading,Programtraded
Dulcifying,Dulcified
Esterifying,Esterified
Getting,Got
Stomping,Stomped
Grubstaking,Grubstaked
Geing,Geed
Poleaxeing,Poleaxeed
Wheezing,Wheezed
Gibbering,Gibbered
Hyphening,Hyphened
Gemming,Gemmed
Disinheriting,Disinherited
Beseeching,Besought
Harbingering,Harbingered
Shadowboxing,Shadowboxed
Overmatching,Overmatched
Gammoning,Gammoned
Tallowing,Tallowed
Consubstantiating,Consubstantiated
Kernelling,Kernelled
Fixating,Fixated
Seating,Seated
Seaming,Seamed
Misconducting,Misconducted
Pebbling,Pebbled
Adjudging,Adjudged
Wondering,Wondered
Limbering,Limbered
Ornamenting,Ornamented
Ideating,Ideated
Labelling,Labelled
Pumping,Pumped
Satiating,Satiated
Tupping,Tupped
Tutting,Tutted
Countenancing,Countenanced
Tunning,Tunned
Tubbing,Tubbed
Tugging,Tugged
Librating,Librated
Tonsuring,Tonsured
Hoking,Hoked
Fulminating,Fulminated
Dedicating,Dedicated
Touring,Toured
Touting,Touted
Remaking,Remade
Valorizing,Valorized
Shikarring,Shikarred
Aboutfacing,Aboutfaced
Spanking,Spanked
Uncoupling,Uncoupled
Cancelling,Cancelled
Undocking,Undocked
Tinkling,Tinkled
Snedding,Snedded
Intruding,Intruded
Caricaturing,Caricatured
Tramping,Tramped
Marling,Marled
Wobbling,Wobbled
Certifying,Certified
Marking,Marked
Understating,Understated
Sentineling,Sentineled
Cleping,Yclept
Squashing,Squashed
Disesteeming,Disesteemed
Deconsecrating,Deconsecrated
Waking,Woke
Overdosing,Overdosed
Sounding,Sounded
Glozing,Glozed
Master-minding,Masterminded
Invigorating,Invigorated
Slumbering,Slumbered
Tucking,Tucked
Cannonading,Cannonaded
Compiling,Compiled
Cocking,Cocked
Huckstering,Huckstered
Bathing,Bathed
Hedgehopping,Hedgehopped
Marcelling,Marcelled
Clustering,Clustered
Idolatrizing,Idolatrized
Patting,Patted
Doctoring,Doctored
Paying,Payed
Laving,Laved
Demurring,Demurred
Padding,Padded
Palling,Palled
Panning,Panned
Spring-cleaning,Spring-cleaned
Exhausting,Exhausted
Oiling,Oiled
Assisting,Assisted
Munching,Munched
Cauterizing,Cauterized
Companioning,Companioned
Steam-rollering,Steamrollered
Adjuring,Adjured
Weaving,Wove
Countermarching,Countermarched
Draining,Drained
Suffusing,Suffused
Strickling,Strickled
Solving,Solved
Bottling,Bottled
Soundproofing,Soundproofed
Parodying,Parodied
Overprinting,Overprinted
Fuming,Fumed
Superinducing,Superinduced
Imprinting,Imprinted
Griddling,Griddled
Sintering,Sintered
Prilling,Prilled
Ski-jumping,Ski-jumped
Forgoing,Forwent
Beagling,Beagled
Piling,Piled
Decalcifying,Decalcified
Eviscerating,Eviscerated
Pilling,Pilled
Gripping,Gript
Zugzwanging,Zugzwanged
Gritting,Gritted
Mopping,Mopped
Mowing,Mowed
Mooing,Mooed
Mobbing,Mobbed
Railroading,Railroaded
Implicating,Implicated
Grinning,Grinned
Militarizing,Militarized
First-footing,First-footed
Chambering,Chambered
Nosing,Nosed
Noshing,Noshed
Overpitching,Overpitched
Afflicting,Afflicted
Re-pressing,Repressed
Commandeering,Commandeered
Ascending,Ascended
Doling,Doled
Impoldering,Impoldered
Erasing,Erased
Pasturing,Pastured
Grossing,Grossed
Skellying,Skellied
Confirming,Confirmed
Ruggedizing,Ruggedized
Trowing,Trowed
Pioneering,Pioneered
Injecting,Injected
Gladdening,Gladdened
Moderating,Moderated
Knifing,Knifed
Squalling,Squalled
Giggling,Giggled
Chirping,Chirped
Roaring,Roared
Islanding,Islanded
Fringing,Fringed
Thriving,Thrived
Lithographing,Lithographed
Solidifying,Solidified
Roaming,Roamed
Remonetizing,Remonetized
Repining,Repined
Daggering,Daggered
Prohibiting,Prohibited
Actuating,Actuated
Harnessing,Harnessed
Whitening,Whitened
Stripping,Stripped
Splining,Splined
Purfling,Purfled
Bedimming,Bedimmed
Enrooting,Enrooted
Vaporizing,Vaporized
Maddening,Maddened
Decoding,Decoded
Galvanizing,Galvanized
Outmatching,Outmatched
Disfrocking,Disfrocked
Coldshouldering,Coldshouldered
Immerging,Immerged
Shrouding,Shrouded
Hiccuping,Hiccuped
Goring,Gored
Defoliating,Defoliated
Supervening,Supervened
Fulgurating,Fulgurated
Spicing,Spiced
Annihilating,Annihilated
Proselyting,Proselyted
Imbruing,Imbrued
Rewiring,Rewired
Eschewing,Eschewed
Grouching,Grouched
Blackbirding,Blackbirded
Imbedding,Imbedded
Deadlocking,Deadlocked
Censoring,Censored
Devitalizing,Devitalized
Examining,Examined
Deeming,Deemed
Nucleating,Nucleated
Filing,Filed
Deeding,Deeded
Hounding,Hounded
Filming,Filmed
Filling,Filled
Repenting,Repented
Commingling,Commingled
Fielding,Fielded
Prising,Prised
Victimizing,Victimized
Forjudging,Forjudged
Sheltering,Sheltered
Rigidifying,Rigidified
Scarpering,Scarpered
Democratizing,Democratized
Tackling,Tackled
Revolving,Revolved
Sneezing,Sneezed
Delineating,Delineated
Grudging,Grudged
Syllabling,Syllabled
Scrolling,Scrolled
Unsexing,Unsexed
Burrowing,Burrowed
Representing,Represented
Forgetting,Forgot
Foundering,Foundered
Paginating,Paginated
Rebinding,Rebound
Sunking,Sunked
Zinging,Zinged
Commuting,Commuted
Catheterizing,Catheterized
Misadvising,Misadvised
Codenaming,Codenamed
Crimsoning,Crimsoned
Bestirring,Bestirred
Parcelling,Parcelled
Counterproposaling,Counterproposaled
Rightening,Rightened
Hybridizing,Hybridized
Malingering,Malingered
Scouring,Scoured
Falling,Fell
Bottlenecking,Bottlenecked
Aliening,Aliened
Dampening,Dampened
Unripping,Unripped
Subsoiling,Subsoiled
Triangulating,Triangulated
Enrapturing,Enraptured
Unrigging,Unrigged
Chandelling,Chandelled
Underwriting,Underwrote
Abridging,Abridged
Clinching,Clinched
Outworking,Outworked
Gnarling,Gnarled
Zeroing,Zeroed
Overlying,Overlay
Depicturing,Depictured
Furthering,Furthered
Misrepresenting,Misrepresented
Ribboning,Ribboned
Dialing,Dialed
Ruminating,Ruminated
Stooking,Stooked
Stooling,Stooled
,Overshot
Verbalizing,Verbalized
Stooping,Stooped
Abying,Abought
Falsifying,Falsified
Oppilating,Oppilated
Apocopating,Apocopated
Mulling,Mulled
Twanging,Twanged
Moth-proofing,Mothproofed
Ingratiating,Ingratiated
Beaconing,Beaconed
Tabling,Tabled
Monetizing,Monetized
Searching,Searched
Upcasting,Upcast
Luxuriating,Luxuriated
Margining,Margined
Scurrying,Scurried
Spotlighting,Spotlit
Narrowing,Narrowed
Fattening,Fattened
Authorizing,Authorized
Alphabetizing,Alphabetized
Shanghaiing,Shanghaied
Perpetuating,Perpetuated
Prejudging,Prejudged
Caravanning,Caravanned
Transiting,Transited
Chalking,Chalked
Sanctioning,Sanctioned
Huzzahing,Huzzahed
Melodramatizing,Melodramatized
Plane-tabling,Plane-tabled
Eying,Eyed
Scoring,Scored
Codifying,Codified
Trouncing,Trounced
Over-burdening,Overburdened
Puking,Puked
Splashing,Splashed
Libelling,Libelled
Crepitating,Crepitated
Rafting,Rafted
Intumescing,Intumesced
Poppling,Poppled
Diamonding,Diamonded
Tenderizing,Tenderized
Dematerializing,Dematerialized
Stabling,Stabled
Reconverting,Reconverted
Sniggling,Sniggled
Milling,Milled
Animadverting,Animadverted
Watersoaking,Watersoaked
Blandishing,Blandished
Counterclaiming,Counterclaimed
Middling,Middled
Flyblowing,Flyblew
Recalling,Recalled
Dewing,Dewed
Remaining,Remained
Paragraphing,Paragraphed
Denning,Denned
Flyting,Flyted
Abandoning,Abandoned
Marbling,Marbled
Bivouacking,Bivouacked
Sleuthing,Sleuthed
Comparing,Compared
Buttressing,Buttressed
Sharing,Shared
Spalling,Spalled
Attaining,Attained
Junketing,Junketed
Sharping,Sharped
Filliping,Filliped
Freckling,Freckled
Interbreeding,Interbred
Incubating,Incubated
Sermonizing,Sermonized
Comforting,Comforted
Sprigging,Sprigged
Balkanizing,Balkanized
Bleating,Bleated
Blearing,Bleared
Blacking,Blackened
Interposing,Interposed
Explicating,Explicated
Blooding,Blooded
Reclassifying,Reclassified
Blooming,Bloomed
Chuting,Chuted
Coaxing,Coaxed
Reiterating,Reiterated
Coating,Coated
Pawing,Pawed
Blundering,Blundered
Misleading,Misled
Coaling,Coaled
Evanescing,Evanesced
Pleasuring,Pleasured
Lolloping,Lolloped
Serenading,Serenaded
Unchurching,Unchurched
Displeasing,Displeased
Obliquing,Obliqued
Name-dropping,Name-dropped
Suffering,Suffered
Prevaricating,Prevaricated
Fissuring,Fissured
Bosoming,Bosomed
Pending,Pended
Emending,Emended
Dollying,Dollied
Unswearing,Unswore
Redrafting,Redrafted
Braising,Braised
,Bereft
Lathing,Lathed
Underestimating,Underestimated
Goofing,Goofed
Detouring,Detoured
Compounding,Compounded
Wiredrawing,Wiredrew
Detaching,Detached
Complaining,Complained
Restricting,Restricted
Huddling,Huddled
Ranting,Ranted
Auspicating,Auspicated
Safeconducting,Safeconducted
Countersigning,Countersigned
Evading,Evaded
Tokening,Tokened
,Reft
Quintupling,Quintupled
Politicizing,Politicized
Clamping,Clamped
Harming,Harmed
Harking,Harked
Housing,Housed
Haring,Hared
Electroplating,Electroplated
Connecting,Connected
Fisting,Fisted
Rippling,Rippled
Callusing,Callused
Orienting,Oriented
Harping,Harped
Inshrining,Inshrined
Flowering,Flowered
Prinking,Prinked
Coauthoring,Coauthored
Vitiating,Vitiated
Avenging,Avenged
Printing,Printed
Bullying,Bullied
Idealizing,Idealized
Decompressing,Decompressed
Gollying,Gollied
Recasting,Recast
Stratifying,Stratified
Omitting,Omitted
Desiccating,Desiccated
Predating,Predated
Withering,Withered
Subjectifying,Subjectified
Corkscrewing,Corkscrewed
Trickling,Trickled
Coppering,Coppered
Perturbing,Perturbed
Popping,Popped
Donging,Donged
Wagering,Wagered
Jabbering,Jabbered
Yawping,Yawped
Clapperclawing,Clapperclawed
Foot-slogging,Foot-slogged
Divorcing,Divorced
Triplicating,Triplicated
Subtilizing,Subtilized
Reviving,Revived
Constructing,Constructed
Painting,Painted
Leashing,Leashed
Smoothening,Smoothened
Leasing,Leased
Catapulting,Catapulted
Bumbling,Bumbled
Paring,Pared
Travailing,Travailed
Needling,Needled
Parking,Parked
Parting,Parted
Differentiating,Differentiated
Believing,Believed
Oscillating,Oscillated
Preachifying,Preachified
Commiserating,Commiserated
Fractionizing,Fractionized
Airdrying,Airdried
Sedating,Sedated
Garbling,Garbled
Declaring,Declared
Flittering,Flittered
Swerving,Swerved
Prefiguring,Prefigured
Pleading,Pled
Elegizing,Elegized
Affraying,Affrayed
Twiddling,Twiddled
Protruding,Protruded
Dismembering,Dismembered
Blanching,Blanched
Refuting,Refuted
Tripping,Tripped
Feezing,Feezed
Couching,Couched
Building,Built
Rowelling,Rowelled
Pressurizing,Pressurized
Fluting,Fluted
Charting,Charted
Charming,Charmed
Outpointing,Outpointed
Booby-trapping,Booby-trapped
Pauperizing,Pauperized
Fluctuating,Fluctuated
Saturating,Saturated
Squelching,Squelched
Elasticating,Elasticated
Impasting,Impasted
Tamponing,Tamponed
Carnying,Carnied
Converging,Converged
Finking,Finked
Chocking,Chocked
Fining,Fined
Finding,Found
Scorifying,Scorified
Mineralizing,Mineralized
Relenting,Relented
Lathering,Lathered
Overriding,Overrode
Prearranging,Prearranged
Devastating,Devastated
Battening,Battened
Expressing,Expressed
Ferreting,Ferreted
Cheapening,Cheapened
Battering,Battered
Breasting,Breasted
Cumulating,Cumulated
Inaugurating,Inaugurated
Pelleting,Pelleted
Targeting,Targeted
Huffing,Huffed
Elapsing,Elapsed
Resolving,Resolved
Susurrating,Susurrated
Removing,Removed
Superceding,Superceded
Toe-dancing,Toe-danced
Gazumping,Gazumped
Arousing,Aroused
Softlanding,Softlanded
Tendering,Tendered
Petrifying,Petrified
Marinating,Marinated
Debarring,Debarred
Equivocating,Equivocated
Pleasing,Pleased
Phototyping,Phototyped
Abrading,Abraded
Donating,Donated
Debagging,Debagged
Concatenating,Concatenated
Rosining,Rosined
Complementing,Complemented
Silver-plating,Silver-plated
Parbuckling,Parbuckled
Barracking,Barracked
Scuttling,Scuttled
Premising,Premised
Incapsulating,Incapsulated
Poniarding,Poniarded
Reversing,Reversed
Scything,Scythed
Spuming,Spumed
Keypunching,Keypunched
Confabulating,Confabulated
Consuming,Consumed
Pointing,Pointed
Dwindling,Dwindled
Smothering,Smothered
Poinding,Poinded
Wricking,Wricked
Toddling,Toddled
Civilizing,Civilized
Raising,Raised
Dovetailing,Dovetailed
Smoting,Smoted
Creating,Created
Appalling,Appalled
Volleying,Volleyed
Gating,Gated
Gassing,Gassed
Misgiving,Misgave
Gamming,Gammed
Jellifying,Jellified
Formularizing,Formularized
Undercharging,Undercharged
Gagging,Gagged
Gadding,Gadded
Chattering,Chattered
Gabbing,Gabbed
Cognizing,Cognized
Straitening,Straitened
Piercing,Pierced
Furring,Furred
Dehypnotizing,Dehypnotized
Billing,Billed
Bilking,Bilked
Horseshoeing,Horseshoed
Funning,Funned
Astricting,Astricted
Approximating,Approximated
Escheating,Escheated
Astounding,Astounded
Echeloning,Echeloned
Calendering,Calendered
Backpedalling,Backpedalled
Enervating,Enervated
Solemnifying,Solemnified
Commutating,Commutated
Regulating,Regulated
Irradiating,Irradiated
Ingraining,Ingrained
Seducing,Seduced
Externalizing,Externalized
Discoursing,Discoursed
Republicanizing,Republicanized
Emphasizing,Emphasized
Bristling,Bristled
Raying,Rayed
Relativizing,Relativized
Windmilling,Windmilled
Contravening,Contravened
Equiponderating,Equiponderated
Itching,Itched
Killing,Killed
Flurrying,Flurried
Purposing,Purposed
Aggregating,Aggregated
Unveiling,Unveiled
Degusting,Degusted
Swishing,Swished
Finessing,Finessed
Superseding,Superseded
Rearming,Rearmed
Unlaying,Unlaid
Decupling,Decupled
Crossreferencing,Crossreferenced
Rearding,Rearded
Appertaining,Appertained
Withdrawing,Withdrew
Toiling,Toiled
Recanting,Recanted
Spending,Spent
Howling,Howled
Darning,Darned
Segregating,Segregated
Shaping,Shaped
Disendowing,Disendowed
Timbering,Timbered
Disciplining,Disciplined
Cutting,Cut
Cupping,Cupped
Courtmartialing,Courtmartialed
Alternating,Alternated
Cuing,Cued
Misshaping,Misshaped
Cubbing,Cubbed
Misdealing,Misdealt
Squawking,Squawked
Over-simplifying,Oversimplified
Bidding,Bid
Mohammedanizing,Mohammedanized
Displacing,Displaced
Redeeming,Redeemed
Divagating,Divagated
Decaffeinating,Decaffeinated
Bitting,Bitted
Pollinating,Pollinated
Knocking,Knocked
Phlebotomizing,Phlebotomized
Blemishing,Blemished
Miffing,Miffed
Retaking,Retook
Gloving,Gloved
Fluxing,Fluxed
Isomerizing,Isomerized
Wising,Wised
Transgressing,Transgressed
Disconsidering,Disconsidered
Reding,Reded
,Redd
Backing,Backed
Impeaching,Impeached
Accelerating,Accelerated
Mirroring,Mirrored
Candling,Candled
Scrumping,Scrumped
Scalding,Scalded
Scaling,Scaled
Reinstituting,Reinstituted
Petting,Petted
Pelting,Pelted
Pepping,Pepped
Penning,Pent
Eliminating,Eliminated
Scalping,Scalped
Larding,Larded
Larking,Larked
Peeing,Peed
Pegging,Pegged
Invading,Invaded
Corrivaling,Corrivaled
Tut-tutting,Tut-tutted
Militating,Militated
Using,Used
Kockelsching,Kockelsched
Foliating,Foliated
Optimizing,Optimized
Snooping,Snooped
Hypnotizing,Hypnotized
Preconizing,Preconized
Blustering,Blustered
Alkalifying,Alkalified
Ebonizing,Ebonized
Jimmying,Jimmied
Sniffling,Sniffled
Deposing,Deposed
Tiffing,Tiffed
Clacking,Clacked
Epilating,Epilated
Lessoning,Lessoned
Dispending,Dispended
Vamoosing,Vamoosed
Singlefooting,Singlefooted
Overstraining,Overstrained
Emblazing,Emblazed
Scrimshanking,Scrimshanked
Overpowering,Overpowered
Copyediting,Copyedited
Debilitating,Debilitated
Forwarding,Forwarded
Prostituting,Prostituted
Inviting,Invited
Pronouncing,Pronounced
Jagaing,Jagaed
Fankling,Fankled
Clouding,Clouded
Discomfiting,Discomfited
Golloping,Golloped
Carburetting,Carburetted
Grooving,Grooved
Repulsing,Repulsed
Flopping,Flopped
Metaling,Metaled
Foregathering,Foregathered
Depriving,Deprived
Curding,Curded
Curing,Cured
Curbing,Curbed
Curling,Curled
Antiquating,Antiquated
Prevailing,Prevailed
Overfeeding,Overfed
Adjudicating,Adjudicated
Anesthetizing,Anesthetized
Sterilizing,Sterilized
Excreting,Excreted
Assassinating,Assassinated
Confining,Confined
Quaffing,Quaffed
Cellaring,Cellared
Lending,Lent
Catering,Catered
Macerating,Macerated
Deserting,Deserted
Comanaging,Comanaged
Bedaubing,Bedaubed
Rinsing,Rinsed
Pussyfooting,Pussyfooted
Whanging,Whanged
Wrangling,Wrangled
Querying,Queried
Strewing,Strewed
Liquescing,Liquesced
Weltering,Weltered
Composting,Composted
Blazing,Blazed
Weathering,Weathered
Gravelling,Gravelled
Brigading,Brigaded
Electrocuting,Electrocuted
Assaying,Assayed
Birddogging,Birddogged
Riming,Rimed
Expertizing,Expertized
Accusing,Accused
Reverberating,Reverberated
Thwacking,Thwacked
Embaying,Embayed
Arranging,Arranged
Homogenizing,Homogenized
Knighting,Knighted
Shocking,Shocked
Mobilizing,Mobilized
Referring,Referred
Riding,Rode
Buckraming,Buckramed
Crowing,Crowed
Queering,Queered
Cropping,Cropped
Undergoing,Underwent
Prating,Prated
Roughhewing,Roughhewn
Appending,Appended
Decontaminating,Decontaminated
Zesting,Zested
Speckling,Speckled
Tambouring,Tamboured
Paddling,Paddled
Accessing,Accessed
Lumbering,Lumbered
Exercising,Exercised
Bodying,Bodied
Exchanging,Exchanged
Sprunging,Sprunged
Intercepting,Intercepted
Sinking,Sunk
Dissuading,Dissuaded
Singing,Sung
Abnegating,Abnegated
Boding,Boded
Incinerating,Incinerated
Cering,Cered
Resurrecting,Resurrected
Crystallizing,Crystallized
Implementing,Implemented
Honoring,Honored
Abominating,Abominated
Limping,Limped
Uprearing,Upreared
Egressing,Egressed
Methoughting,Methoughted
Limbing,Limbed
Scandaling,Scandaled
Stapling,Stapled
Liming,Limed
Superordinating,Superordinated
Emblemizing,Emblemized
Appliqu_eing,Appliqu_eed
Aviating,Aviated
Overbearing,Overbore
Charcoaling,Charcoaled
Engendering,Engendered
Billeting,Billeted
Thatching,Thatched
Trailing,Trailed
Training,Trained
Coruscating,Coruscated
Enslaving,Enslaved
Supererogating,Supererogated
Harvesting,Harvested
Renovating,Renovated
Accounting,Accounted
Tunnelling,Tunnelled
Sibilating,Sibilated
Praising,Praised
Smearing,Smeared
,Alit
Instituting,Instituted
Interloping,Interloped
Antedating,Antedated
Lambing,Lambed
Rumbling,Rumbled
Laming,Lamed
Inwrapping,Inwrapped
Thralling,Thralled
Feting,Feted
Anglicizing,Anglicized
Foresting,Forested
Reexporting,Reexported
Occluding,Occluded
Stocking,Stocked
Fragging,Fragged
Spin-drying,Spin-dried
,
Nullifying,Nullified
Bemiring,Bemired
Bluffing,Bluffed
Frapping,Frapped
Physicking,Physicked
Succussing,Succussed
Draping,Draped
Memorizing,Memorized
Binding,Bound
Corresponding,Corresponded
Testdriving,Testdrove
Stevedoring,Stevedored
Dispraising,Dispraised
Furnishing,Furnished
Igniting,Ignited
Scrooping,Scrooped
Disarming,Disarmed
Metering,Metered
Epigrammatizing,Epigrammatized
Bunkoing,Bunkoed
Accreting,Accreted
Envisaging,Envisaged
Bunching,Bunched
Cudgelling,Cudgelled
Bird's-nesting,Bird's-nested
Labouring,Laboured
Aging,Aged
Privatizing,Privatized
Sufflating,Sufflated
Solfaing,Solfaed
Outbidding,Outbid
Dabbing,Dabbed
Damming,Dammed
Spelling,Spelt
Muddling,Muddled
Denigrating,Denigrated
Mentioning,Mentioned
Dapping,Dapped
Mandating,Mandated
Greatening,Greatened
Outgassing,Outgassed
Striving,Strove
Flailing,Flailed
Fictionalizing,Fictionalized
Thrilling,Thrilled
Slackening,Slackened
Precluding,Precluded
Disregarding,Disregarded
Crosspollinating,Crosspollinated
Skating,Skated
Faring,Fared
Activating,Activated
Thwarting,Thwarted
Tallaging,Tallaged
Calibrating,Calibrated
Wading,Waded
Fondling,Fondled
Defending,Defended
Understudying,Understudied
Highhatting,Highhatted
Retting,Retted
Repressing,Repressed
Stubbing,Stubbed
Mating,Mated
Studding,Studded
Lecturing,Lectured
Postponing,Postponed
Stunning,Stunned
Redding,Redded
Stumming,Stummed
Franking,Franked
Hankering,Hankered
Clarifying,Clarified
Upbraiding,Upbraided
Hazarding,Hazarded
Bleeding,Bled
Indenting,Indented
Peeving,Peeved
Mortaring,Mortared
Yarning,Yarned
Steaming,Steamed
Farrowing,Farrowed
Curetting,Curetted
Retaining,Retained
Retailing,Retailed
Facilitating,Facilitated
Predominating,Predominated
Suffixing,Suffixed
Overshooting,Overshot
Sacking,Sacked
Whooping,Whooped
Betrothing,Betrothed
Hurdling,Hurdled
Instilling,Instilled
Frazzling,Frazzled
Stencilling,Stencilled
Tootling,Tootled
Regurgitating,Regurgitated
Jingling,Jingled
Nutting,Nutted
Dissevering,Dissevered
Fluming,Flumed
Gearing,Geared
Eavesdropping,Eavesdropped
Retrenching,Retrenched
Acquiring,Acquired
Unmaking,Unmade
Dry-salting,Dry-salted
Hemming,Hummed
Reaffirming,Reaffirmed
Outcrossing,Outcrossed
Over-estimating,Overestimated
Systemizing,Systemized
Pruning,Pruned
Shampooing,Shampooed
Feruling,Feruled
Impaling,Impaled
Gambolling,Gambolled
Electrotyping,Electrotyped
Neutralizing,Neutralized
Derationing,Derationed
Curvetting,Curvetted
Tidying,Tidied
Forspeaking,Forspoke
Tiding,Tided
Enucleating,Enucleated
Caverning,Caverned
Having,Had
Dictating,Dictated
Wakening,Wakened
Euchring,Euchred
Mixing,Mixed
Whistlestoping,Whistlestoped
Neatening,Neatened
Rubberstamping,Rubberstamped
Swotting,Swotted
Fructifying,Fructified
Innervating,Innervated
Featherbedding,Featherbedded
Procuring,Procured
Rearranging,Rearranged
Propagating,Propagated
Clambering,Clambered
Hoodwinking,Hoodwinked
Sallying,Sallied
Snuffling,Snuffled
Gathering,Gathered
Requesting,Requested
Rendezvousing,Rendezvoused
Occasioning,Occasioned
Outliving,Outlived
Squilgeeing,Squilgeed
Thickening,Thickened
Recessing,Recessed
Kiting,Kited
Incapacitating,Incapacitated
Rebuking,Rebuked
Sidetracking,Sidetracked
Floodlighting,Floodlit
Staffing,Staffed
Stonking,Stonked
Obsecrating,Obsecrated
Mugging,Mugged
Ossifying,Ossified
Prolonging,Prolonged
Resubmiting,Resubmited
Vacillating,Vacillated
Outstanding,Outstood
Outwearing,Outwore
Wooshing,Wooshed
Spiflicating,Spiflicated
Starching,Starched
Beating,Beat
Paving,Paved
Accruing,Accrued
Beaming,Beamed
Mislaying,Mislaid
Beading,Beaded
Unhelming,Unhelmed
Albumenizing,Albumenized
Misappropriating,Misappropriated
Benumbing,Benumbed
Relucting,Relucted
Irrupting,Irrupted
Spreadeagling,Spreadeagled
Colorcoding,Colorcoded
Hypostasizing,Hypostasized
Defaming,Defamed
Entomologizing,Entomologized
Conforming,Conformed
Puddling,Puddled
Blackballing,Blackballed
According,Accorded
Dislodging,Dislodged
Racqueting,Racqueted
Extraditing,Extradited
Rodomontading,Rodomontaded
Progressing,Progressed
Brambling,Brambled
Admeasuring,Admeasured
Saut_eing,Saut_eed
Gyving,Gyved
Sorrowing,Sorrowed
Grumbling,Grumbled
Delivering,Delivered
Gimleting,Gimleted
Roughhousing,Roughhoused
Italianizing,Italianized
Anodizing,Anodized
Trumping,Trumped
Joking,Joked
Alcoholizing,Alcoholized
Equaling,Equaled
Pulping,Pulped
Assuring,Assured
Predisposing,Predisposed
Re-forming,Reformed
Overstaffing,Overstaffed
Swallowing,Swallowed
Commenting,Commented
Festering,Festered
Commending,Commended
Vending,Vended
Devoicing,Devoiced
Recompensing,Recompensed
Harpooning,Harpooned
Electrifying,Electrified
Actualizing,Actualized
Muddying,Muddied
Logrolling,Logrolled
Gazing,Gazed
Curtaining,Curtained
Curtailing,Curtailed
Defining,Defined
Upheaving,Upheaved
Minifying,Minified
Photostatting,Photostatted
Protecting,Protected
Bulking,Bulked
Tensing,Tensed
Bulling,Bulled
Exfoliating,Exfoliated
Fellowing,Fellowed
Volunteering,Volunteered
Fustigating,Fustigated
Enshrinshrining,Enshrinshrined
Valuing,Valued
Plaiting,Plated
Preconceiving,Preconceived
Scattering,Scattered
Magnetizing,Magnetized
Deeking,Deeked
Permeating,Permeated
Vulcanizing,Vulcanized
Bickering,Bickered
Dissenting,Dissented
Quantizing,Quantized
Prosing,Prosed
Partnering,Partnered
Subirrigating,Subirrigated
Anathematizing,Anathematized
Portraying,Portrayed
Faceting,Faceted
Trembling,Trembled
Eulogizing,Eulogized
Unlading,Unladed
Slobbering,Slobbered
Shuttling,Shuttled
Inferring,Inferred
Capsulizing,Capsulized
Supercharging,Supercharged
Pockmarking,Pockmarked
Misgoverning,Misgoverned
Pinfolding,Pinfolded
Grandstanding,Grandstanded
Breeching,Breeched
Topsoiling,Topsoiled
Besmirching,Besmirched
Retarding,Retarded
Centring,Centred
Backstitching,Backstitched
Underfunding,Underfunded
Positioning,Positioned
Publicizing,Publicized
Muscling,Muscled
Reintroducing,Reintroduced
Fluoridating,Fluoridated
Unarming,Unarmed
Excising,Excised
Ratifying,Ratified
Necessitating,Necessitated
Inveigling,Inveigled
Evincing,Evinced
Surpassing,Surpassed
Localizing,Localized
Graduating,Graduated
Denaturizing,Denaturized
Pretermitting,Pretermitted
Tonging,Tonged
Smarming,Smarmed
Underacting,Underacted
Benching,Benched
Adding,Added
Decapitating,Decapitated
Scrimping,Scrimped
Ravelling,Ravelled
,
Ravining,Ravined
Miscalculating,Miscalculated
Knackering,Knackered
Overexerting,Overexerted
Windowshopping,Windowshopped
Inserting,Inserted
Liking,Liked
Tramming,Trammed
Contradistinguishing,Contradistinguished
Heeding,Heeded
Arraigning,Arraigned
Heeling,Heeled
Deceasing,Deceased
Propelling,Propelled
Hailing,Hailed
Corroborating,Corroborated
Solemnizing,Solemnized
Conveying,Conveyed
Convexing,Convexed
Escalloping,Escalloped
Refilling,Refilled
Reifying,Reified
Shrugging,Shrugged
Demobilizing,Demobilized
Sliding,Slid
Snuggling,Snuggled
Regaining,Regained
Peppering,Peppered
Noising,Noised
Slighting,Slighted
Aerifying,Aerified
Hosting,Hosted
Expiring,Expired
Narrating,Narrated
Panelling,Panelled
Socketing,Socketed
Flaking,Flaked
Preening,Preened
Decimating,Decimated
Beseeming,Beseemed
Evoking,Evoked
Discarding,Discarded
Reaving,Reaved
Miscasting,Miscast
Yauping,Yauped
Drooping,Drooped
Forereaching,Forereached
Guarding,Guarded
Esteeming,Esteemed
Side-dressing,Side-dressed
Cross-breeding,Cross-bred
Ridging,Ridged
Buckling,Buckled
Outlining,Outlined
Condensing,Condensed
Theologizing,Theologized
Ablating,Ablated
Introverting,Introverted
Mazing,Mazed
Offprinting,Offprinted
Buying,Bought
Ploating,Ploated
Burring,Burred
Bussing,Bussed
Branding,Branded
Disambiguating,Disambiguated
Dandling,Dandled
Plaguing,Plagued
Bumming,Bummed
Tillering,Tillered
Bugging,Bugged
Budding,Budded
Embargoing,Embargoed
Intituling,Intituled
Wising,Wised
Glorying,Gloried
Flitting,Flitted
Unloading,Unloaded
Spacewalking,Spacewalked
Flipping,Flipped
Skylarking,Skylarked
Wisping,Wisped
Wisting,Wisted
Coshering,Coshered
Confecting,Confected
Troating,Troated
Pinning,Pinned
Gartering,Gartered
Pigging,Pigged
Hanseling,Hanseled
Pipping,Pipped
